id,screen_id,name,format,placement,installation,owner_id,owner,city,address,lat,lon,width_mm,height_mm,width_px,height_px,phys_width_px,phys_height_px,sspProvider,sspTypes,minBid,ots,grp,meta_format,estimated_ots,interpolated_ots,ssp_ots,image_url,image_preview
258885,MSK080S,"МСК, Виктория, 1 этаж, 86"" BOE, MSK080S",OTHER,INDOOR,STATIC,674,Sunlight Indoor,Москва,"ТЦ «Виктория», ул. Адмирала Лазарева, 2",55.54708575,37.54327835,1056,1895,1440,2560,1440,2560,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",110,0,,OTHER,,,,https://play.ru.cityscreen.cloud/files/organizations/411/common/TTs_Viktoriia_2c3o3y.jpg,https://play.ru.cityscreen.cloud/files/organizations/411/common/TTs_Viktoriia_2c3o3y.thumbnail.jpg
258877,VDBB30193A1,VDBB30193A1,BILLBOARD,OUTDOOR,STATIC,42,Russ Outdoor,Владивосток,Красного Знамени пр-т 114 (кольцо 3-й Рабочей),43.12254722,131.9248583,1440,720,1440,720,1440,720,RUSS_OUTDOOR,"RTB,OPEN_RTB",2.325,52.00857158,8.62,BILLBOARD,10.81734229,52.00857158,43,https://images.russoutdoor.ru/panelFotos/308/3071726.jpg,https://images.russoutdoor.ru/panelFotos/308/3071726.jpg
258874,EKCF00527B1,EKCF00527B1,CITY_FORMAT,OUTDOOR,STATIC,42,Russ Outdoor,Екатеринбург,"Розы Люксембург ул.  52 / ост. ""Сандуновские бани""",56.82802944,60.61348472,640,880,640,880,640,880,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.8,7.349619325,0.14,CITY_FORMAT,7.349619325,,2,https://images.russoutdoor.ru/panelFotos/305/3049152.jpg,https://images.russoutdoor.ru/panelFotos/305/3049152.jpg
258870,726A,МКАД_18+650_внешняя_А,SUPERSITE,OUTDOOR,STATIC,22,Мособлреклама,Ленинский городской округ,"МКАД 018км 650м внешняя сторона, сторона А от Каширского шоссе к Новорязанскому шоссе",55.62203,37.791843,15000,5000,1440,480,1440,480,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",2.497,56.25016478,,SUPERSITE,56.25016478,,,https://play.ru.cityscreen.cloud/files/organizations/73/common/MKAD_018_650_A1_8q1h7i.jpg,https://play.ru.cityscreen.cloud/files/organizations/73/common/MKAD_018_650_A1_8q1h7i.thumbnail.jpg
258866,119,abaya_tlendieva_sv,OTHER,OUTDOOR,STATIC,916,Creative City,Алматы,Almaty Абая - Тлендиева,43.2366815,76.8765936,3520,2560,880,640,880,640,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",21.78,0,,OTHER,,,,https://accounting.programmatic-engine.ru/storage/players/December2024/gE00pZsclCUovO9cpZ9N.jpg,https://accounting.programmatic-engine.ru/storage/players/December2024/gE00pZsclCUovO9cpZ9N.jpg
258865,116,abaya_gagarina_rp_v,OTHER,OUTDOOR,STATIC,916,Creative City,Алматы,"Almaty Абая – Гагарина, рп",43.2387983,76.8950289,3520,2560,880,640,880,640,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",21.78,0,,OTHER,,,,https://accounting.programmatic-engine.ru/storage/players/December2024/4xQnunPyRmx4CLrNeO71.jpg,https://accounting.programmatic-engine.ru/storage/players/December2024/4xQnunPyRmx4CLrNeO71.jpg
258849,NXBB50011A,NXBB50011A,BILLBOARD,OUTDOOR,STATIC,42,Russ Outdoor,городской округ Саров,"Саров, ул. Строителя Захарова, в районе дома 18 по проспекту Музрукова",54.93054,43.33119,1440,720,1440,720,1440,720,RUSS_OUTDOOR,"RTB,OPEN_RTB",1.8,18.02549448,0,BILLBOARD,5.10545467,18.02549448,0,https://images.russoutdoor.ru/panelFotos/308/3070872.jpg,https://images.russoutdoor.ru/panelFotos/308/3070872.jpg
258848,NXBB50011B,NXBB50011B,BILLBOARD,OUTDOOR,STATIC,42,Russ Outdoor,городской округ Саров,"Саров, ул. Строителя Захарова, в районе дома 18 по проспекту Музрукова",54.93054,43.33119,1440,720,1440,720,1440,720,RUSS_OUTDOOR,"RTB,OPEN_RTB",1.14,22.16345155,0,BILLBOARD,4.981351632,22.16345155,0,https://images.russoutdoor.ru/panelFotos/308/3070871.jpg,https://images.russoutdoor.ru/panelFotos/308/3070871.jpg
258847,NNRB50019A,NNRB50019A,CITY_BOARD,OUTDOOR,STATIC,42,Russ Outdoor,Нижний Новгород,"Родионова ул., д. 4",56.3215075,44.04307927,960,720,960,720,960,720,RUSS_OUTDOOR,"RTB,OPEN_RTB",2.52,49.28595568,2.38,CITY_BOARD,10.24412971,49.28595568,24,https://images.russoutdoor.ru/panelFotos/308/3070731.jpg,https://images.russoutdoor.ru/panelFotos/308/3070731.jpg
258846,NNRB50019B,NNRB50019B,CITY_BOARD,OUTDOOR,STATIC,42,Russ Outdoor,Нижний Новгород,"Родионова ул., д. 4",56.3215075,44.04307927,960,720,960,720,960,720,RUSS_OUTDOOR,"RTB,OPEN_RTB",2.52,49.25483947,2.38,CITY_BOARD,10.2441358,49.25483947,24,https://images.russoutdoor.ru/panelFotos/308/3070730.jpg,https://images.russoutdoor.ru/panelFotos/308/3070730.jpg
258844,MOSS30320B1,MOSS30320B1,SUPERSITE,OUTDOOR,STATIC,42,Russ Outdoor,Красногорск,"Волоколамское шоссе,   9,2 км от МКАД, Красногорск, (светофор)",55.833341,37.279826,1248,416,1248,416,1248,416,RUSS_OUTDOOR,"RTB,OPEN_RTB",9.72,108.4139811,34.87,SUPERSITE,4.769321898,108.4139811,113,https://images.russoutdoor.ru/panelFotos/300/2993472.jpg,https://images.russoutdoor.ru/panelFotos/300/2993472.jpg
258825,CUPV00004A1,CUPV00004A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,городское поселение Благовещенск,"Благовещенск, Социалистическая ул. 10А",55.039525,56.002677,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
258824,CUPV00003A1,CUPV00003A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,городское поселение Благовещенск,"Благовещенск, Седова ул. 122/1",55.053062,55.952924,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,0,,
258823,CUPV00002A1,CUPV00002A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,городское поселение Благовещенск,"Благовещенск, Седова ул. 110А",55.04873,55.956841,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,0,,
258813,VJPV50026A1,VJPV50026A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,городской округ Гусь-Хрустальный,"Гусь-Хрустальный,  Менделеева ул. 25",55.623462,40.693434,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,0,,
258808,MSBB19677A1,MSBB19677A1,BILLBOARD,OUTDOOR,STATIC,42,Russ Outdoor,Москва,"Волоколамское шоссе  80с1 напротив, р/п",55.81694804,37.45992417,1440,720,1440,720,1440,720,RUSS_OUTDOOR,"RTB,OPEN_RTB",8.28,92.98336997,0.91,BILLBOARD,20.4976573,92.98336997,94,https://images.russoutdoor.ru/panelFotos/308/3077293.jpg,https://images.russoutdoor.ru/panelFotos/308/3077293.jpg
258802,BBB_RC_366-A1,"BBB RC_366 А1 (Санкт-Петербург, Вербная ул., д. 18, корп. 1 / Новоколомяжский пр. / в Коломяги)",BILLBOARD,OUTDOOR,STATIC,13,РИМ,Санкт-Петербург,"Санкт-Петербург, Вербная ул., д. 18, корп. 1 / Новоколомяжский пр. / в Коломяги",60.0240802,30.296621,6000,3000,720,360,720,360,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.331,46.17913437,0,BILLBOARD,52.44794848,46.17913437,28,https://play.ru.cityscreen.cloud/files/organizations/223/common/BBB_RC_366_A_0p4p6x.jpg,https://play.ru.cityscreen.cloud/files/organizations/223/common/BBB_RC_366_A_0p4p6x.thumbnail.jpg
258794,00018577,"Глинки, 51 (ТЦ Восток)",BILLBOARD,OUTDOOR,STATIC,526,РА Аляска,Красноярск,"г. Красноярск, ул. Глинки, 51",56.018395,93.02818,6000,3000,576,288,576,288,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",4.94,41.26640429,3,BILLBOARD,41.26640429,,,https://play.ru.cityscreen.cloud/files/organizations/368/common/Kartinka_1u4y0e.jpg,https://play.ru.cityscreen.cloud/files/organizations/368/common/Kartinka_1u4y0e.thumbnail.jpg
258793,USPV50016A1,USPV50016A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Южно-Сахалинск,Детская ул. 6А,46.96766218,142.751705,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,0,,
258789,CHPV50116A1,CHPV50116A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Челябинск,Академика Макеева ул.  26,55.168071,61.276258,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
258661,BBB_RC_373-A,"BBB RC_373 А (Санкт-Петербург, Королева пр., д. 23 / Сизова пр.)",BILLBOARD,OUTDOOR,STATIC,13,РИМ,Санкт-Петербург,"Санкт-Петербург, Королева пр., д. 23 / Сизова пр.",60.0119766,30.2768478,6000,3000,720,360,720,360,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",2.2,63.07364414,0,BILLBOARD,52.44592782,63.07364414,26,https://play.ru.cityscreen.cloud/files/organizations/223/common/BBB_RC_373_A_3_4g0x1m.jpg,https://play.ru.cityscreen.cloud/files/organizations/223/common/BBB_RC_373_A_3_4g0x1m.thumbnail.jpg
258660,BBB_RC_212-B,"BBB RC_212 Б (Санкт-Петербург, Северный пр. / Тихорецкий пр., д. 43)",BILLBOARD,OUTDOOR,STATIC,13,РИМ,Санкт-Петербург,"Санкт-Петербург, Северный пр. / Тихорецкий пр., д. 43",60.040562,30.399359,6000,3000,720,360,720,360,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.331,59.863844,0,BILLBOARD,52.44631173,59.863844,17,https://play.ru.cityscreen.cloud/files/organizations/223/common/1_1__1q6t4z.jpg,https://play.ru.cityscreen.cloud/files/organizations/223/common/1_1__1q6t4z.thumbnail.jpg
258659,BBB_RC_212-A,"BBB RC_212 А (Санкт-Петербург, Северный пр. / Тихорецкий пр., д. 43)",BILLBOARD,OUTDOOR,STATIC,13,РИМ,Санкт-Петербург,"Санкт-Петербург, Северный пр. / Тихорецкий пр., д. 43",60.040562,30.399359,6000,3000,720,360,720,360,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.331,49.27221421,0,BILLBOARD,52.44757854,49.27221421,22,https://play.ru.cityscreen.cloud/files/organizations/223/common/1_7o1n0l.jpg,https://play.ru.cityscreen.cloud/files/organizations/223/common/1_7o1n0l.thumbnail.jpg
258658,BBB_RC_024-B,"BBB RC_024 Б (Санкт-Петербург, ""	Большевиков пр., д. 13, корп. 1 / Антонова-Овсеенко ул."")",BILLBOARD,OUTDOOR,STATIC,13,РИМ,Санкт-Петербург,"Санкт-Петербург, "" Большевиков пр., д. 13, корп. 1 / Антонова-Овсеенко ул.""",59.911091,30.478258,6000,3000,720,360,720,360,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.562,61.58965186,0,BILLBOARD,52.44610531,61.58965186,34,https://play.ru.cityscreen.cloud/files/organizations/223/common/1_1__7m0l3x.jpg,https://play.ru.cityscreen.cloud/files/organizations/223/common/1_1__7m0l3x.thumbnail.jpg
258657,BBB_RC_024-A,"BBB RC_024 А (Санкт-Петербург, ""	Большевиков пр., д. 13, корп. 1 / Антонова-Овсеенко ул."")",BILLBOARD,OUTDOOR,STATIC,13,РИМ,Санкт-Петербург,"Санкт-Петербург, "" Большевиков пр., д. 13, корп. 1 / Антонова-Овсеенко ул.""",59.911091,30.478258,6000,3000,720,360,720,360,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.562,103.1095681,0,BILLBOARD,52.44113933,103.1095681,35,https://play.ru.cityscreen.cloud/files/organizations/223/common/BBB_RC_024_A_sried_1i0l3h.png,https://play.ru.cityscreen.cloud/files/organizations/223/common/BBB_RC_024_A_sried_1i0l3h.thumbnail.jpg
258655,BBB_RC_544-A,"BBB RC_544 А (Санкт-Петербург, Бухарестская ул., д. 124 \ Дунайский пр.)",BILLBOARD,OUTDOOR,STATIC,13,РИМ,Санкт-Петербург,"Санкт-Петербург, Бухарестская ул., д. 124 \ Дунайский пр.",59.8428341,30.4095313,6000,3000,720,360,720,360,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.562,47.01860255,0,BILLBOARD,52.44784808,47.01860255,37,https://play.ru.cityscreen.cloud/files/organizations/223/common/1_1d0z0n.jpg,https://play.ru.cityscreen.cloud/files/organizations/223/common/1_1d0z0n.thumbnail.jpg
258654,BBB_RC_389-A,"BBB RC_389 А (Санкт-Петербург, Планерная ул. / Оптиков ул., д. 15)",BILLBOARD,OUTDOOR,STATIC,13,РИМ,Санкт-Петербург,"Санкт-Петербург, Планерная ул. / Оптиков ул., д. 15",59.8204262,30.3641993,6000,3000,720,360,720,360,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.562,59.10007777,1,BILLBOARD,52.44640308,59.10007777,70,https://play.ru.cityscreen.cloud/files/organizations/223/common/389_a_5j4v6q.jpg,https://play.ru.cityscreen.cloud/files/organizations/223/common/389_a_5j4v6q.thumbnail.jpg
258653,BBB_RC_066-A,"BBB RC_066 А (Санкт-Петербург, Испытателей пр., д. 27 / Сизова пр.)",BILLBOARD,OUTDOOR,STATIC,13,РИМ,Санкт-Петербург,"Санкт-Петербург, Испытателей пр., д. 27 / Сизова пр.",60.006565,30.273132,6000,3000,720,360,720,360,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.562,107.8293495,0,BILLBOARD,52.44057482,107.8293495,40,https://play.ru.cityscreen.cloud/files/organizations/223/common/BBB_RC_066_A_1_0d3w2z.jpg,https://play.ru.cityscreen.cloud/files/organizations/223/common/BBB_RC_066_A_1_0d3w2z.thumbnail.jpg
258652,BBB_RC_040-A,"BBB RC_040 А (Санкт-Петербург, Витебский пр., д. 90, напротив / Дунайский пр)",BILLBOARD,OUTDOOR,STATIC,13,РИМ,Санкт-Петербург,"Санкт-Петербург, Витебский пр., д. 90, напротив / Дунайский пр",59.834671,30.371744,6000,3000,720,360,720,360,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.562,95.64895567,1,BILLBOARD,52.44203165,95.64895567,60,https://play.ru.cityscreen.cloud/files/organizations/223/common/1_1z3e1i.jpg,https://play.ru.cityscreen.cloud/files/organizations/223/common/1_1z3e1i.thumbnail.jpg
258651,BBB_RC_032-A,"BBB RC_032 A (Санкт-Петербург, Бухарестская ул., д. 30 / Салова ул.)",BILLBOARD,OUTDOOR,STATIC,13,РИМ,Санкт-Петербург,"Санкт-Петербург, Бухарестская ул., д. 30 / Салова ул.",59.883495,30.368025,6000,3000,720,360,720,360,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.562,73.44654454,1,BILLBOARD,52.44468717,73.44654454,54,https://play.ru.cityscreen.cloud/files/organizations/223/common/BBB_RC_032_A_otchiet_4c1d4f.jpg,https://play.ru.cityscreen.cloud/files/organizations/223/common/BBB_RC_032_A_otchiet_4c1d4f.thumbnail.jpg
258647,MAMAYKA,Мамайка,MEDIAFACADE,OUTDOOR,STATIC,77,РА BASHE Group,Сочи,"г. Сочи, пер. Теневой 1/2",43.64006535,39.70082697,20100,5760,2400,720,2400,720,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",80.212,204.9545902,231,MEDIAFACADE,204.9545902,,1120332,https://play.ru.cityscreen.cloud/files/organizations/259/common/Tienievoi_6_0z0x6j.jpg,https://play.ru.cityscreen.cloud/files/organizations/259/common/Tienievoi_6_0z0x6j.thumbnail.jpg
258646,PARK_INN,Парк Инн (Роза Хутор),MEDIAFACADE,OUTDOOR,STATIC,77,РА BASHE Group,городской округ Сочи,"наб. Лаванда, 5, село Эстосадок (Park Inn)",43.67142016,40.29503831,9000,13000,2808,4056,2808,4056,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",109.494,69.83942132,244,MEDIAFACADE,69.83942132,,1069720,https://play.ru.cityscreen.cloud/files/organizations/259/common/photo_5233253015949612569_w_3w6d3j.jpg,https://play.ru.cityscreen.cloud/files/organizations/259/common/photo_5233253015949612569_w_3w6d3j.thumbnail.jpg
258645,LAURA,Россети (Лаура),MEDIAFACADE,OUTDOOR,STATIC,77,РА BASHE Group,Сочи,"Сочи, Адлерский район, село Эсто-Садок, улица Олимпийская, д.10",43.679638,40.276097,22250,8800,2304,864,2306,864,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",101.849,266.5352922,263,MEDIAFACADE,266.5352922,,1150236,https://play.ru.cityscreen.cloud/files/organizations/259/common/DJI_0164_5m7q7x.png,https://play.ru.cityscreen.cloud/files/organizations/259/common/DJI_0164_5m7q7x.thumbnail.jpg
258583,9033,"Фильченкова ул., д.14, ТЦ ""СИТИ"" около ТЦ ЦУМ и пл. Московского вокзала, А",MEDIAFACADE,OUTDOOR,STATIC,78,РА Прайм,Нижний Новгород,"г. Нижний Новгород, Фильченкова ул., д.14, ТЦ ""СИТИ""",56.31913587,43.94577553,8800,3000,880,300,880,300,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.771,66.1338279,2,MEDIAFACADE,66.1338279,,29,https://play.ru.cityscreen.cloud/files/organizations/239/common/DSC_9831_5d0i7y.jpg,https://play.ru.cityscreen.cloud/files/organizations/239/common/DSC_9831_5d0i7y.thumbnail.jpg
258581,5741,ГОЛД ФИТНЕСС,OTHER,INDOOR,STATIC,78,РА Прайм,Нижний Новгород,"г. Нижний Новгород, улица Максима Горького, 252",56.3206281,44.02961229,1280,1760,416,572,416,572,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",0.78,0,,OTHER,,,,https://play.ru.cityscreen.cloud/files/organizations/239/common/Gor_kogho_M_ul_d_252_fitnies_klub_Gold_s_Fitness_vkhodnaia_ghruppa_2__6i4g3m.jpg,https://play.ru.cityscreen.cloud/files/organizations/239/common/Gor_kogho_M_ul_d_252_fitnies_klub_Gold_s_Fitness_vkhodnaia_ghruppa_2__6i4g3m.thumbnail.jpg
258580,5742,"Московское шоссе, д. 4г,Сормовский поворот",MEDIAFACADE,OUTDOOR,STATIC,78,РА Прайм,Нижний Новгород,"г. Нижний Новгород, Московское шоссе, д. 4г",56.3195025,43.92941036,21600,4800,2160,480,2160,480,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",15.466,131.0597067,11,MEDIAFACADE,131.0597067,,112,https://play.ru.cityscreen.cloud/files/organizations/239/common/1Moskovskoie_shossie_d_4gh_Sormovskii_povorot_9_6kh4_8_12_0kh4_8_A_20_2t1k7y.jpg,https://play.ru.cityscreen.cloud/files/organizations/239/common/1Moskovskoie_shossie_d_4gh_Sormovskii_povorot_9_6kh4_8_12_0kh4_8_A_20_2t1k7y.thumbnail.jpg
258579,5776,"Лядова пл., на фасаде ТРК НЕБО,A",MEDIAFACADE,OUTDOOR,STATIC,78,РА Прайм,Нижний Новгород,"г. Нижний Новгород, Лядова пл.",56.30892909,43.98640683,19200,14400,1152,864,1152,864,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",21.054,214.0196048,7,MEDIAFACADE,214.0196048,,78,https://play.ru.cityscreen.cloud/files/organizations/239/common/Liadova_pl_na_fasadie_TRK_NIeBO_A_280__3u0y0j.JPG,https://play.ru.cityscreen.cloud/files/organizations/239/common/Liadova_pl_na_fasadie_TRK_NIeBO_A_280__3u0y0j.thumbnail.jpg
258578,5772,"Коминтерна ул., д.105 (на фасаде ТРЦ Золотая Миля),A",MEDIAFACADE,OUTDOOR,STATIC,78,РА Прайм,Нижний Новгород,"г. Нижний Новгород, Коминтерна ул., д.105",56.34722328,43.87103107,8160,6240,544,416,544,416,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.771,91.84575143,6,MEDIAFACADE,91.84575143,,63,https://play.ru.cityscreen.cloud/files/organizations/239/common/Komintierna_ul_d_105_na_fasadie_TRTs_Zolotaia_Milia_A_93__4p8h5a.JPG,https://play.ru.cityscreen.cloud/files/organizations/239/common/Komintierna_ul_d_105_na_fasadie_TRTs_Zolotaia_Milia_A_93__4p8h5a.thumbnail.jpg
258577,5651,"Горького ул., д.151 (на фасаде здания), A",MEDIAFACADE,OUTDOOR,STATIC,78,РА Прайм,Нижний Новгород,"г. Нижний Новгород, Горького ул., д.151 (на фасаде здания)",56.31849644,44.01813875,5760,9600,720,1200,720,1200,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",6.776,95.71247698,1,MEDIAFACADE,95.71247698,,15,https://play.ru.cityscreen.cloud/files/organizations/239/common/Gor_kogho_ul_d_151_na_fasadie_zdaniia_A_68__4q6k0i.JPG,https://play.ru.cityscreen.cloud/files/organizations/239/common/Gor_kogho_ul_d_151_na_fasadie_zdaniia_A_68__4q6k0i.thumbnail.jpg
258576,5656,"Ленина пр-т, д.99, A",BILLBOARD,OUTDOOR,STATIC,78,РА Прайм,Нижний Новгород,"г. Нижний Новгород, Ленина пр-т, д. 99",56.24932512,43.8815568,6000,3600,360,216,360,216,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",0.935,48.90943241,3,BILLBOARD,48.90943241,,33,https://play.ru.cityscreen.cloud/files/organizations/239/common/Lienina_pr_t_d_99_A_2__3r7n1m.JPG,https://play.ru.cityscreen.cloud/files/organizations/239/common/Lienina_pr_t_d_99_A_2__3r7n1m.thumbnail.jpg
258574,5654,"Советская пл., A",BILLBOARD,OUTDOOR,STATIC,78,РА Прайм,Нижний Новгород,"г. Нижний Новгород, пл. Советская",56.2953302,44.03448267,6000,3600,360,216,360,216,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.155,48.90943241,3,BILLBOARD,48.90943241,,39,https://play.ru.cityscreen.cloud/files/organizations/239/common/IMG_2654_5l0e6i.JPG,https://play.ru.cityscreen.cloud/files/organizations/239/common/IMG_2654_5l0e6i.thumbnail.jpg
258554,5775,"Белинского ул., д. 124, на фасаде ТРЦ Счастье,A",MEDIAFACADE,OUTDOOR,STATIC,78,РА Прайм,Нижний Новгород,"г. Нижний Новгород, Белинского ул., д. 124",56.31911973,44.02611491,7200,6000,432,360,432,360,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",2.42,84.5986769,3,MEDIAFACADE,84.5986769,,38,https://play.ru.cityscreen.cloud/files/organizations/239/common/Bielinskogho_ul_d_124_na_fasadie_TTs_Shokolad_A_131__4j8x5c.JPG,https://play.ru.cityscreen.cloud/files/organizations/239/common/Bielinskogho_ul_d_124_na_fasadie_TTs_Shokolad_A_131__4j8x5c.thumbnail.jpg
258553,5655,"Ванеева ул., д.95, A",BILLBOARD,OUTDOOR,STATIC,78,РА Прайм,Нижний Новгород,"г. Нижний Новгород, ул. Ванеева, д.95",56.30739981,44.02409918,6000,3600,360,216,360,216,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",0.935,48.90943241,3,BILLBOARD,48.90943241,,35,https://play.ru.cityscreen.cloud/files/organizations/239/common/Vanieieva_ul_d_95_A_9__5y8g6e.JPG,https://play.ru.cityscreen.cloud/files/organizations/239/common/Vanieieva_ul_d_95_A_9__5y8g6e.thumbnail.jpg
258521,М 213,Metro_LED_Кремлёвская,OTHER,INDOOR,STATIC,41,3 Арт,Казань,ст.метро Кремлёвская,55.79487351,49.10778436,4500,1500,1792,576,1792,576,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",2.409,0,,OTHER,,,,,
258520,MOBB15500A1,MOBB15500A1,BILLBOARD,OUTDOOR,STATIC,42,Russ Outdoor,Дмитровский городской округ,"Дмитровское шоссе,  40,1 км от МКАД, Дмитровский м.о., пгт. Деденево, Московская ул. 8",56.241892,37.525747,1440,720,1440,720,1440,720,RUSS_OUTDOOR,"RTB,OPEN_RTB",3.6,39.7646871,41.92,BILLBOARD,8.505936211,39.7646871,55,https://images.russoutdoor.ru/panelFotos/295/2946363.jpg,https://images.russoutdoor.ru/panelFotos/295/2946363.jpg
258516,MSBB01712A1,MSBB01712A1,BILLBOARD,OUTDOOR,STATIC,42,Russ Outdoor,Москва,"Новоясеневский проспект   3В, Х с ул. Голубинская, (светофор)",55.61128543,37.51875913,1440,720,1440,720,1440,720,RUSS_OUTDOOR,"RTB,OPEN_RTB",7.74,88.05734119,0,BILLBOARD,20.49774796,88.05734119,0,https://images.russoutdoor.ru/panelFotos/308/3072321.jpg,https://images.russoutdoor.ru/panelFotos/308/3072321.jpg
258515,MSBB18846A1,MSBB18846A1,BILLBOARD,OUTDOOR,STATIC,42,Russ Outdoor,Москва,"Куусинена ул.  7к2, (светофор)",55.78018086,37.51588315,1440,720,1440,720,1440,720,RUSS_OUTDOOR,"RTB,OPEN_RTB",7.74,87.80210868,0,BILLBOARD,20.49775265,87.80210868,0,https://images.russoutdoor.ru/panelFotos/308/3072322.jpg,https://images.russoutdoor.ru/panelFotos/308/3072322.jpg
258514,EKCF00535B1,EKCF00535B1,CITY_FORMAT,OUTDOOR,STATIC,42,Russ Outdoor,Екатеринбург,"Челюскинцев ул.  60 / ост. ""Управление Дороги""",56.85031941,60.59303177,640,880,640,880,640,880,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.8,7.349619325,1.81,CITY_FORMAT,7.349619325,,21,https://images.russoutdoor.ru/panelFotos/305/3049157.jpg,https://images.russoutdoor.ru/panelFotos/305/3049157.jpg
258513,EKCF00550B1,EKCF00550B1,CITY_FORMAT,OUTDOOR,STATIC,42,Russ Outdoor,Екатеринбург,"Либкнехта К. ул.   9 А / ост. ""Ленина пр-т""",56.83795383,60.61154295,640,880,640,880,640,880,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.8,7.349619325,0.72,CITY_FORMAT,7.349619325,,8,https://images.russoutdoor.ru/panelFotos/305/3049162.jpg,https://images.russoutdoor.ru/panelFotos/305/3049162.jpg
258512,EKCF00553B1,EKCF00553B1,CITY_FORMAT,OUTDOOR,STATIC,42,Russ Outdoor,Екатеринбург,"Блюхера ул.  39 / ост. ""Блюхера ул.""",56.85188581,60.64045698,640,880,640,880,640,880,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.8,7.349619325,0.86,CITY_FORMAT,7.349619325,,10,https://images.russoutdoor.ru/panelFotos/305/3049163.jpg,https://images.russoutdoor.ru/panelFotos/305/3049163.jpg
